Year,Date,Plot,Treatment,Rep,Family,Genus,Hunting Method,Life Stage,Average Alfalfa Height (cm),Average SS Height (cm),
2022,8/4/2022,C1,Stakes + SS,3,Tetragnathidae,Tetragnatha,Web,Adult,28,45,
2022,8/4/2022,C1,Stakes + SS,3,Tetragnathidae,Tetragnatha,Web,Adult,28,45,
2022,8/4/2022,C1,Stakes + SS,3,Tetragnathidae,Tetragnatha,Web,Adult,28,45,
2022,8/4/2022,C1,Stakes + SS,3,Tetragnathidae,Tetragnatha,Web,Adult,28,45,
2022,8/4/2022,C1,Stakes + SS,3,Tetragnathidae,Tetragnatha,Web,Adult,28,45,
2022,8/4/2022,C1,Stakes + SS,3,Tetragnathidae,N/A,Web,Juvenile,28,45,
2022,8/4/2022,C1,Stakes + SS,3,Thomisidae,Misumenoides,Mobile,Adult,28,45,
2022,8/4/2022,C2,Stakes,1,Salticidae,Phanias,Mobile,Adult,23.5,N/A,
2022,8/4/2022,C2,Stakes,1,Tetragnathidae,Tetragnatha,Web,Adult,23.5,N/A,
2022,8/4/2022,C2,Stakes,1,Tetragnathidae,Tetragnatha,Web,Adult,23.5,N/A,
2022,8/4/2022,C2,Stakes,2,Tetragnathidae,Tetragnatha,Web,Adult,23.5,N/A,
2022,8/4/2022,C2,Stakes,2,Anyphaenidae,Hibana,Mobile,Juvenile,23.5,N/A,
2022,8/4/2022,C2,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,23.5,N/A,
2022,8/4/2022,C2,Stakes,3,Tetragnathidae,Tetragnatha,Web,Juvenile,23.5,N/A,
2022,8/4/2022,C2,Stakes,3,Tetragnathidae,Tetragnatha,Web,Juvenile,23.5,N/A,
2022,8/4/2022,C2,Stakes,3,Tetragnathidae,N/A,Web,Juvenile,23.5,N/A,
2022,8/4/2022,C2,Stakes,3,Thomisidae,Misumenoides,Mobile,Juvenile,23.5,N/A,
2022,8/4/2022,C3,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,32.5,53,
2022,8/4/2022,C3,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,32.5,53,
2022,8/4/2022,C3,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,32.5,53,
2022,8/4/2022,C3,SS,1,Tetragnathidae,Glenognatha,Web,Adult,32.5,53,
2022,8/4/2022,C3,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,32.5,53,
2022,8/4/2022,C3,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,32.5,53,
2022,8/4/2022,C3,SS,2,Tetragnathidae,Tetragnatha,Web,Juvenile,32.5,53,
2022,8/4/2022,C3,SS,2,Tetragnathidae,Tetragnatha,Web,Juvenile,32.5,53,
2022,8/4/2022,C3,SS,2,Tetragnathidae,Tetragnatha,Web,Juvenile,32.5,53,
2022,8/4/2022,C3,SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,32.5,53,
2022,8/4/2022,C3,SS,3,Thomisidae,Misumenoides,Mobile,Adult,32.5,53,
2022,8/4/2022,C3,SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,32.5,53,
2022,8/4/2022,C3,SS,3,Tetragnathidae,N/A,Web,Juvenile,32.5,53,
2022,8/4/2022,C3,SS,3,Salticidae,Sassacus,Mobile,Adult,32.5,53,
2022,8/4/2022,C4,Stakes,1,Tetragnathidae,Tetragnatha,Web,Adult,35.5,N/A,
2022,8/4/2022,C4,Stakes,1,Tetragnathidae,Tetragnatha,Web,Adult,35.5,N/A,
2022,8/4/2022,C4,Stakes,1,Tetragnathidae,Tetragnatha,Web,Adult,35.5,N/A,
2022,8/4/2022,C4,Stakes,1,Thomisidae,Misumenoides,Mobile,Adult,35.5,N/A,
2022,8/4/2022,C4,Stakes,1,Araneidae,N/A,Web,Adult,35.5,N/A,
2022,8/4/2022,C4,Stakes,2,Tetragnathidae,Tetragnatha,Web,Adult,35.5,N/A,
2022,8/4/2022,C4,Stakes,2,Tetragnathidae,Tetragnatha,Web,Adult,35.5,N/A,
2022,8/4/2022,C4,Stakes,2,Tetragnathidae,Tetragnatha,Web,Juvenile,35.5,N/A,
2022,8/4/2022,C4,Stakes,2,Thomisidae,Misumenoides,Mobile,Juvenile,35.5,N/A,
2022,8/4/2022,C4,Stakes,2,Thomisidae,Misumenoides,Mobile,Juvenile,35.5,N/A,
2022,8/4/2022,C4,Stakes,2,Mysmenidae,Mysmena,Web,Juvenile,35.5,N/A,
2022,8/4/2022,C4,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,35.5,N/A,
2022,8/4/2022,C4,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,35.5,N/A,
2022,8/4/2022,C4,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,35.5,N/A,
2022,8/4/2022,C4,Stakes,3,Tetragnathidae,Tetragnatha,Web,Juvenile,35.5,N/A,
2022,8/4/2022,C4,Stakes,3,Tetragnathidae,Tetragnatha,Web,Juvenile,35.5,N/A,
2022,8/4/2022,C4,Stakes,3,Thomisidae,Misumenoides,Mobile,Adult,35.5,N/A,
2022,8/4/2022,C4,Stakes,3,Thomisidae,Misumenoides,Mobile,Juvenile,35.5,N/A,
2022,8/4/2022,C4,Stakes,3,Thomisidae,Misumenoides,Mobile,Juvenile,35.5,N/A,
2022,8/4/2022,C5,Stakes,1,Tetragnathidae,Tetragnatha,Web,Adult,29,N/A,
2022,8/4/2022,C5,Stakes,1,Tetragnathidae,Tetragnatha,Web,Adult,29,N/A,
2022,8/4/2022,C5,Stakes,1,Tetragnathidae,Pachygnatha,Web,Adult,29,N/A,
2022,8/4/2022,C5,Stakes,1,Thomisidae,Misumenoides,Mobile,Adult,29,N/A,
2022,8/4/2022,C5,Stakes,2,Tetragnathidae,Tetragnatha,Web,Adult,29,N/A,
2022,8/4/2022,C5,Stakes,2,Tetragnathidae,Tetragnatha,Web,Juvenile,29,N/A,
2022,8/4/2022,C5,Stakes,2,Tetragnathidae,Tetragnatha,Web,Juvenile,29,N/A,
2022,8/4/2022,C5,Stakes,2,Tetragnathidae,Tetragnatha,Web,Juvenile,29,N/A,
2022,8/4/2022,C5,Stakes,2,Tetragnathidae,Pachygnatha,Web,Adult,29,N/A,
2022,8/4/2022,C5,Stakes,2,Thomisidae,Misumenoides,Mobile,Adult,29,N/A,
2022,8/4/2022,C5,Stakes,2,Mysmenidae,Mysmena,Web,Juvenile,29,N/A,
2022,8/4/2022,C5,Stakes,3,Thomisidae,Misumenoides,Mobile,Juvenile,29,N/A,
2022,8/4/2022,C5,Stakes,3,Thomisidae,Misumenoides,Mobile,Juvenile,29,N/A,
2022,8/4/2022,C5,Stakes,3,Tetragnathidae,N/A,Web,Juvenile,29,N/A,
2022,8/4/2022,C5,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,29,N/A,
2022,8/4/2022,C6,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Adult,32.5,39.5,
2022,8/4/2022,C6,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Adult,32.5,39.5,
2022,8/4/2022,C6,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Juvenile,32.5,39.5,
2022,8/4/2022,C6,Stakes + SS,1,Thomisidae,N/A,Mobile,Juvenile,32.5,39.5,
2022,8/4/2022,C6,Stakes + SS,1,Salticidae,Sassacus,Mobile,Adult,32.5,39.5,
2022,8/4/2022,C6,Stakes + SS,1,Mysmenidae,Mysmena,Web,Adult,32.5,39.5,
2022,8/4/2022,C6,Stakes + SS,2,Tetragnathidae,Tetragnatha,Web,Juvenile,32.5,39.5,
2022,8/4/2022,C6,Stakes + SS,2,Tetragnathidae,Tetragnatha,Web,Juvenile,32.5,39.5,
2022,8/4/2022,C6,Stakes + SS,2,Tetragnathidae,Tetragnatha,Web,Juvenile,32.5,39.5,
2022,8/4/2022,C6,Stakes + SS,2,Mysmenidae,Mysmena,Web,Juvenile,32.5,39.5,
2022,8/4/2022,C6,Stakes + SS,2,Linyphiidae,N/A,Web,Adult,32.5,39.5,
2022,8/4/2022,C6,Stakes + SS,2,Linyphiidae,N/A,Web,Adult,32.5,39.5,
2022,8/4/2022,C6,Stakes + SS,2,Unidentified,N/A,Web,Juvenile,32.5,39.5,
2022,8/4/2022,C6,Stakes + SS,3,Tetragnathidae,Tetragnatha,Web,Adult,32.5,39.5,
2022,8/4/2022,C6,Stakes + SS,3,Tetragnathidae,Tetragnatha,Web,Adult,32.5,39.5,
2022,8/4/2022,C6,Stakes + SS,3,Tetragnathidae,Tetragnatha,Web,Adult,32.5,39.5,
2022,8/4/2022,C6,Stakes + SS,3,Tetragnathidae,Tetragnatha,Web,Juvenile,32.5,39.5,
2022,8/4/2022,C6,Stakes + SS,3,Tetragnathidae,Meta,Web,Adult,32.5,39.5,
2022,8/4/2022,C7,Nothing,1,Tetragnathidae,Tetragnatha,Web,Adult,27.5,N/A,
2022,8/4/2022,C7,Nothing,1,Tetragnathidae,Tetragnatha,Web,Juvenile,27.5,N/A,
2022,8/4/2022,C7,Nothing,1,Tetragnathidae,Tetragnatha,Web,Juvenile,27.5,N/A,
2022,8/4/2022,C7,Nothing,1,Thomisidae,Misumenoides,Mobile,Adult,27.5,N/A,
2022,8/4/2022,C7,Nothing,1,Thomisidae,Misumenoides,Mobile,Juvenile,27.5,N/A,
2022,8/4/2022,C7,Nothing,1,Linyphiidae,N/A,Web,Adult,27.5,N/A,
2022,8/4/2022,C7,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,27.5,N/A,
2022,8/4/2022,C7,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,27.5,N/A,
2022,8/4/2022,C7,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,27.5,N/A,
2022,8/4/2022,C7,Nothing,2,Tetragnathidae,Meta,Web,Adult,27.5,N/A,
2022,8/4/2022,C7,Nothing,2,Tetragnathidae,Meta,Web,Adult,27.5,N/A,
2022,8/4/2022,C7,Nothing,2,Thomisidae,Misumenoides,Mobile,Juvenile,27.5,N/A,
2022,8/4/2022,C7,Nothing,2,Thomisidae,Bassaniana,Mobile,Adult,27.5,N/A,
2022,8/4/2022,C7,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,27.5,N/A,
2022,8/4/2022,C7,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,27.5,N/A,
2022,8/4/2022,C7,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,27.5,N/A,
2022,8/4/2022,C8,Stakes,1,Tetragnathidae,Tetragnatha,Web,Adult,26,N/A,
2022,8/4/2022,C8,Stakes,1,Tetragnathidae,Tetragnatha,Web,Adult,26,N/A,
2022,8/4/2022,C8,Stakes,1,Tetragnathidae,Tetragnatha,Web,Adult,26,N/A,
2022,8/4/2022,C8,Stakes,1,Tetragnathidae,Tetragnatha,Web,Juvenile,26,N/A,
2022,8/4/2022,C8,Stakes,1,Salticidae,N/A,Mobile,Juvenile,26,N/A,
2022,8/4/2022,C8,Stakes,1,Tetragnathidae,Meta,Web,Juvenile,26,N/A,
2022,8/4/2022,C8,Stakes,2,Tetragnathidae,Tetragnatha,Web,Adult,26,N/A,
2022,8/4/2022,C8,Stakes,2,Tetragnathidae,Tetragnatha,Web,Adult,26,N/A,
2022,8/4/2022,C8,Stakes,2,Tetragnathidae,Tetragnatha,Web,Adult,26,N/A,
2022,8/4/2022,C8,Stakes,2,Tetragnathidae,Tetragnatha,Web,Adult,26,N/A,
2022,8/4/2022,C8,Stakes,2,Thomisidae,Misumenoides,Mobile,Adult,26,N/A,
2022,8/4/2022,C8,Stakes,2,Thomisidae,Misumenoides,Mobile,Adult,26,N/A,
2022,8/4/2022,C8,Stakes,2,Lycosidae,N/A,Mobile,Adult,26,N/A,
2022,8/4/2022,C8,Stakes,2,Lycosidae,N/A,Mobile,Adult,26,N/A,
2022,8/4/2022,C8,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,26,N/A,
2022,8/4/2022,C8,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,26,N/A,
2022,8/4/2022,C8,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,26,N/A,
2022,8/4/2022,C8,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,26,N/A,
2022,8/4/2022,C8,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,26,N/A,
2022,8/4/2022,C8,Stakes,3,Tetragnathidae,Glenognatha,Web,Juvenile,26,N/A,
2022,8/4/2022,D1,Stakes,1,Tetragnathidae,Tetragnatha,Web,Adult,34.5,N/A,
2022,8/4/2022,D1,Stakes,1,Tetragnathidae,Tetragnatha,Web,Adult,34.5,N/A,
2022,8/4/2022,D1,Stakes,1,Tetragnathidae,Tetragnatha,Web,Juvenile,34.5,N/A,
2022,8/4/2022,D1,Stakes,1,Tetragnathidae,Tetragnatha,Web,Juvenile,34.5,N/A,
2022,8/4/2022,D1,Stakes,1,Tetragnathidae,Tetragnatha,Web,Juvenile,34.5,N/A,
2022,8/4/2022,D1,Stakes,1,Tetragnathidae,Tetragnatha,Web,Juvenile,34.5,N/A,
2022,8/4/2022,D1,Stakes,1,Salticidae,Sassacus,Mobile,Adult,34.5,N/A,
2022,8/4/2022,D1,Stakes,2,Tetragnathidae,Tetragnatha,Web,Adult,34.5,N/A,
2022,8/4/2022,D1,Stakes,2,Tetragnathidae,Tetragnatha,Web,Adult,34.5,N/A,
2022,8/4/2022,D1,Stakes,2,Thomisidae,Misumenoides,Mobile,Juvenile,34.5,N/A,
2022,8/4/2022,D1,Stakes,2,Thomisidae,Misumenoides,Mobile,Juvenile,34.5,N/A,
2022,8/4/2022,D1,Stakes,2,Mysmenidae,Mysmena,Web,Adult,34.5,N/A,
2022,8/4/2022,D1,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,34.5,N/A,
2022,8/4/2022,D1,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,34.5,N/A,
2022,8/4/2022,D1,Stakes,3,Thomisidae,Misumenoides,Mobile,Adult,34.5,N/A,
2022,8/4/2022,D1,Stakes,3,Thomisidae,Misumenoides,Mobile,Juvenile,34.5,N/A,
2022,8/4/2022,D2,Stakes,1,Tetragnathidae,Tetragnatha,Web,Adult,25,N/A,
2022,8/4/2022,D2,Stakes,1,Mysmenidae,Mysmena,Web,Adult,25,N/A,
2022,8/4/2022,D2,Stakes,1,Salticidae,Sassacus,Mobile,Adult,25,N/A,
2022,8/4/2022,D2,Stakes,1,Tetragnathidae,Tetragnatha,Web,Adult,25,N/A,
2022,8/4/2022,D2,Stakes,2,Thomisidae,Misumenoides,Mobile,Adult,25,N/A,
2022,8/4/2022,D2,Stakes,2,Thomisidae,Misumenoides,Mobile,Adult,25,N/A,
2022,8/4/2022,D2,Stakes,2,Thomisidae,Misumenoides,Mobile,Juvenile,25,N/A,
2022,8/4/2022,D2,Stakes,2,Tetragnathidae,Tetragnatha,Web,Juvenile,25,N/A,
2022,8/4/2022,D2,Stakes,2,Tetragnathidae,Pachygnatha,Web,Adult,25,N/A,
2022,8/4/2022,D2,Stakes,2,Mysmenidae,Mysmena,Web,Juvenile,25,N/A,
2022,8/4/2022,D2,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,25,N/A,
2022,8/4/2022,D2,Stakes,3,Tetragnathidae,Tetragnatha,Web,Adult,25,N/A,
2022,8/4/2022,D2,Stakes,3,Tetragnathidae,Tetragnatha,Web,Juvenile,25,N/A,
2022,8/4/2022,D2,Stakes,3,Thomisidae,Misumenoides,Mobile,Adult,25,N/A,
2022,8/4/2022,D2,Stakes,3,Thomisidae,Misumenoides,Mobile,Juvenile,25,N/A,
2022,8/4/2022,D2,Stakes,3,Thomisidae,Bassaniana,Mobile,Adult,25,N/A,
2022,8/4/2022,D3,Stakes + SS,1,Thomisidae,Misumenoides,Web,Adult,28,52.5,
2022,8/4/2022,D3,Stakes + SS,1,Thomisidae,Misumenoides,Web,Juvenile,28,52.5,
2022,8/4/2022,D3,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Adult,28,52.5,
2022,8/4/2022,D3,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Adult,28,52.5,
2022,8/4/2022,D3,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Adult,28,52.5,
2022,8/4/2022,D3,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Juvenile,28,52.5,
2022,8/4/2022,D3,Stakes + SS,2,Tetragnathidae,Tetragnatha,Web,Juvenile,28,52.5,
2022,8/4/2022,D3,Stakes + SS,2,Tetragnathidae,Tetragnatha,Web,Juvenile,28,52.5,
2022,8/4/2022,D3,Stakes + SS,2,Tetragnathidae,Tetragnatha,Web,Juvenile,28,52.5,
2022,8/4/2022,D3,Stakes + SS,2,Tetragnathidae,Tetragnatha,Web,Adult,28,52.5,
2022,8/4/2022,D3,Stakes + SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,28,52.5,
2022,8/4/2022,D3,Stakes + SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,28,52.5,
2022,8/4/2022,D3,Stakes + SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,28,52.5,
2022,8/4/2022,D3,Stakes + SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,28,52.5,
2022,8/4/2022,D3,Stakes + SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,28,52.5,
2022,8/4/2022,D3,Stakes + SS,3,Thomisidae,Misumenoides,Mobile,Adult,28,52.5,
2022,8/4/2022,D4,Nothing,1,Thomisidae,Misumenoides,Mobile,Adult,25,N/A,
2022,8/4/2022,D4,Nothing,1,Thomisidae,Misumenoides,Mobile,Adult,25,N/A,
2022,8/4/2022,D4,Nothing,1,Tetragnathidae,Tetragnatha,Web,Adult,25,N/A,
2022,8/4/2022,D4,Nothing,2,Salticidae,Sassacus,Mobile,Adult,25,N/A,
2022,8/4/2022,D4,Nothing,2,Unidentified,N/A,N/A,Juvenile,25,N/A,
2022,8/4/2022,D4,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,25,N/A,
2022,8/4/2022,D4,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,25,N/A,
2022,8/4/2022,D4,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,25,N/A,
2022,8/4/2022,D4,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,25,N/A,
2022,8/4/2022,D4,Nothing,3,Tetragnathidae,Pachygnatha,Web,Adult,25,N/A,
2022,8/4/2022,D5,Nothing,1,Thomisidae,Misumenoides,Mobile,Adult,28,N/A,
2022,8/4/2022,D5,Nothing,1,Tetragnathidae,Glenognatha,Web,Juvenile,28,N/A,
2022,8/4/2022,D5,Nothing,1,Tetragnathidae,Pachygnatha,Web,Juvenile,28,N/A,
2022,8/4/2022,D5,Nothing,1,Mysmenidae,Mysmena,Web,Juvenile,28,N/A,
2022,8/4/2022,D5,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,28,N/A,
2022,8/4/2022,D5,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,28,N/A,
2022,8/4/2022,D5,Nothing,2,Tetragnathidae,Glenognatha,Web,Juvenile,28,N/A,
2022,8/4/2022,D5,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,28,N/A,
2022,8/4/2022,D5,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,28,N/A,
2022,8/4/2022,D5,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,28,N/A,
2022,8/4/2022,D5,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,28,N/A,
2022,8/4/2022,D5,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,28,N/A,
2022,8/4/2022,D5,Nothing,3,Thomisidae,Misumenoides,Mobile,Juvenile,28,N/A,
2022,8/4/2022,D5,Nothing,3,Thomisidae,Misumenoides,Mobile,Juvenile,28,N/A,
2022,8/4/2022,D5,Nothing,3,Thomisidae,Misumenoides,Mobile,Juvenile,28,N/A,
2022,8/4/2022,D5,Nothing,3,Thomisidae,Misumenoides,Mobile,Juvenile,28,N/A,
2022,8/4/2022,D6,Nothing,1,Thomisidae,Misumenoides,Mobile,Adult,41.5,N/A,
2022,8/4/2022,D6,Nothing,1,Thomisidae,Misumenoides,Mobile,Juvenile,41.5,N/A,
2022,8/4/2022,D6,Nothing,1,Tetragnathidae,Tetragnatha,Web,Adult,41.5,N/A,
2022,8/4/2022,D6,Nothing,1,Tetragnathidae,Tetragnatha,Web,Juvenile,41.5,N/A,
2022,8/4/2022,D6,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,41.5,N/A,
2022,8/4/2022,D6,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,41.5,N/A,
2022,8/4/2022,D6,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,41.5,N/A,
2022,8/4/2022,D6,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,41.5,N/A,
2022,8/4/2022,D6,Nothing,2,Tetragnathidae,Tetragnatha,Web,Adult,41.5,N/A,
2022,8/4/2022,D6,Nothing,2,Thomisidae,Misumenoides,Mobile,Adult,41.5,N/A,
2022,8/4/2022,D6,Nothing,3,Thomisidae,Misumenoides,Mobile,Juvenile,41.5,N/A,
2022,8/4/2022,D6,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,41.5,N/A,
2022,8/4/2022,D6,Nothing,3,Tetragnathidae,Tetragnatha,Web,Juvenile,41.5,N/A,
2022,8/4/2022,D6,Nothing,3,Linyphiidae,N/A,Web,Adult,41.5,N/A,
2022,8/4/2022,E1,SS,1,Lycosidae,N/A,Mobile,Juvenile,24,42,
2022,8/4/2022,E1,SS,1,Lycosidae,N/A,Mobile,Juvenile,24,42,
2022,8/4/2022,E1,SS,1,Lycosidae,N/A,Mobile,Juvenile,24,42,
2022,8/4/2022,E1,SS,1,Lycosidae,N/A,Mobile,Juvenile,24,42,
2022,8/4/2022,E1,SS,1,Lycosidae,N/A,Mobile,Juvenile,24,42,
2022,8/4/2022,E1,SS,1,Lycosidae,N/A,Mobile,Juvenile,24,42,
2022,8/4/2022,E1,SS,1,Lycosidae,N/A,Mobile,Juvenile,24,42,
2022,8/4/2022,E1,SS,1,Lycosidae,N/A,Mobile,Juvenile,24,42,
2022,8/4/2022,E1,SS,1,Lycosidae,N/A,Mobile,Juvenile,24,42,
2022,8/4/2022,E1,SS,1,Lycosidae,N/A,Mobile,Juvenile,24,42,
2022,8/4/2022,E1,SS,1,Lycosidae,N/A,Mobile,Juvenile,24,42,
2022,8/4/2022,E1,SS,1,Lycosidae,N/A,Mobile,Juvenile,24,42,
2022,8/4/2022,E1,SS,1,Lycosidae,N/A,Mobile,Juvenile,24,42,
2022,8/4/2022,E1,SS,1,Lycosidae,N/A,Mobile,Juvenile,24,42,
2022,8/4/2022,E1,SS,1,Lycosidae,N/A,Mobile,Juvenile,24,42,
2022,8/4/2022,E1,SS,1,Lycosidae,N/A,Mobile,Juvenile,24,42,
2022,8/4/2022,E1,SS,1,Lycosidae,N/A,Mobile,Juvenile,24,42,
2022,8/4/2022,E1,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,24,42,
2022,8/4/2022,E1,SS,1,Tetragnathidae,Meta,Web,Adult,24,42,
2022,8/4/2022,E1,SS,1,Lycosidae,N/A,Mobile,Adult,24,42,
2022,8/4/2022,E1,SS,1,Tetragnathidae,Meta,Web,Adult,24,42,
2022,8/4/2022,E1,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,24,42,
2022,8/4/2022,E1,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,24,42,
2022,8/4/2022,E1,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,24,42,
2022,8/4/2022,E1,SS,2,Salticidae,Sassacus,Mobile,Adult,24,42,
2022,8/4/2022,E1,SS,2,Salticidae,Sassacus,Mobile,Adult,24,42,
2022,8/4/2022,E1,SS,2,Mysmenidae,Mysmena,Web,Adult,24,42,
2022,8/4/2022,E1,SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,24,42,
2022,8/4/2022,E1,SS,3,Thomisidae,Misumenoides,Mobile,Juvenile,24,42,
2022,8/4/2022,E1,SS,3,Tetragnathidae,Tetragnatha,Web,Adult,24,42,
2022,8/4/2022,E2,SS,1,Tetragnathidae,Tetragnatha,Web,Adult,27.5,53,
2022,8/4/2022,E2,SS,1,Salticidae,Sassacus,Mobile,Adult,27.5,53,
2022,8/4/2022,E2,SS,1,Salticidae,Sassacus,Mobile,Adult,27.5,53,
2022,8/4/2022,E2,SS,1,Thomisidae,Misumenoides,Mobile,Adult,27.5,53,
2022,8/4/2022,E2,SS,1,Thomisidae,Misumenoides,Mobile,Adult,27.5,53,
2022,8/4/2022,E2,SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,27.5,53,
2022,8/4/2022,E2,SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,27.5,53,
2022,8/4/2022,E2,SS,2,Thomisidae,Misumenoides,Mobile,Juvenile,27.5,53,
2022,8/4/2022,E2,SS,2,Salticidae,Sassacus,Mobile,Adult,27.5,53,
2022,8/4/2022,E2,SS,2,Tetragnathidae,Meta,Web,Adult,27.5,53,
2022,8/4/2022,E2,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,27.5,53,
2022,8/4/2022,E2,SS,2,Tetragnathidae,Tetragnatha,Web,Adult,27.5,53,
2022,8/4/2022,E2,SS,3,Tetragnathidae,Tetragnatha,Web,Adult,27.5,53,
2022,8/4/2022,E2,SS,3,Salticidae,Sassacus,Mobile,Adult,27.5,53,
2022,8/4/2022,E2,SS,3,Thomisidae,Misumenoides,Mobile,Adult,27.5,53,
2022,8/4/2022,E2,SS,3,Thomisidae,Misumenoides,Mobile,Adult,27.5,53,
2022,8/4/2022,E2,SS,3,Thomisidae,Misumenoides,Mobile,Adult,27.5,53,
2022,8/26/2022,A1,Nothing,1,0,0,0,0,20,N/A,
2022,8/26/2022,A1,Nothing,2,Lycosidae,Pardosa,Mobile,Adult,20,N/A,
2022,8/26/2022,A1,Nothing,2,Salticidae,Sassacus,Mobile,Adult,20,N/A,
2022,8/26/2022,A1,Nothing,3,Salticidae,Sassacus,Mobile,Adult,20,N/A,
2022,8/26/2022,A1,Nothing,3,Tetragnathidae,Tetragnatha,Web,Adult,20,N/A,
2022,8/26/2022,A1,Nothing,3,Tetragnathidae,Tetragnatha,Web,Juvenile,20,N/A,
2022,8/26/2022,A1,Nothing,3,Linyphiidae,N/A,Web,Adult,20,N/A,
2022,8/26/2022,A2,Stakes + SS,1,Salticidae,Zygoballus,Mobile,Adult,20,94,
2022,8/26/2022,A2,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Adult,20,94,
2022,8/26/2022,A2,Stakes + SS,1,Tetragnathidae,Tetragnatha,Web,Juvenile,20,94,
2022,8/26/2022,A2,Stakes + SS,1,Thomisidae,Misumenoides,Mobile,Juvenile,20,94,
2022,8/26/2022,A2,Stakes + SS,2,0,0,0,0,20,94,
2022,8/26/2022,A2,Stakes + SS,3,Tetragnathidae,Tetragnatha,Web,Juvenile,20,94,
2022,8/26/2022,A3,Stakes,1,Tetragnathidae,Meta,Web,Juvenile,27.5,N/A,
2022,8/26/2022,A3,Stakes,1,Linyphiidae,N/A,Web,Adult,27.5,N/A,
2022,8/26/2022,A3,Stakes,1,Lycosidae,Pardosa,Mobile,Juvenile,27.5,N/A,
2022,8/26/2022,A3,Stakes,1,Salticidae,Sassacus,Mobile,Adult,27.5,N/A,
2022,8/26/2022,A3,Stakes,2,Lycosidae,Pardosa,Mobile,Adult,27.5,N/A,
2022,8/26/2022,A3,Stakes,2,Thomisidae,Misumenoides,Mobile,Juvenile,27.5,N/A,
